timestamp,open,high,low,close,volume
1700002700000,41635.72556076626,41677.36128632702,41594.089835205494,41635.72556076626,17.784
1700002760000,41688.90812865745,41730.5970367861,41647.219220528794,41688.90812865745,6.29
1700002820000,41576.23516336998,41617.81139853335,41534.65892820661,41576.23516336998,8.891
1700002880000,41495.06023350346,41536.55529373696,41453.565173269955,41495.06023350346,19.197
1700002940000,41595.88230221269,41637.4781845149,41554.28641991047,41595.88230221269,3.867
1700003000000,41616.76775147367,41658.38451922514,41575.1509837222,41616.76775147367,5.433
1700003060000,41657.958866889436,41699.61682575632,41616.300908022546,41657.958866889436,10.214
1700003120000,41617.25598574971,41658.873241735455,41575.63872976396,41617.25598574971,1.078
1700003180000,41592.00899954281,41633.601008542355,41550.41699054327,41592.00899954281,8.96
1700003240000,41537.730197361765,41579.26792755912,41496.1924671644,41537.730197361765,19.109
1700003300000,41597.3598709683,41638.95723083926,41555.76251109733,41597.3598709683,14.119
1700003360000,41511.922320772406,41553.43424309317,41470.41039845163,41511.922320772406,13.848
1700003420000,41504.207164275074,41545.71137143934,41462.7029571108,41504.207164275074,2.026
1700003480000,41592.34613741755,41633.938483554964,41550.753791280134,41592.34613741755,17.616
1700003540000,41528.96947885726,41570.49844833611,41487.4405093784,41528.96947885726,16.16
1700003600000,41480.640980297234,41522.121621277525,41439.160339316935,41480.640980297234,2.967
1700003660000,41520.640309969705,41562.16095027967,41479.11966965973,41520.640309969705,13.052
1700003720000,41542.85457188101,41584.39742645289,41501.31171730913,41542.85457188101,4.967
1700003780000,41552.44610958671,41593.99855569629,41510.89366347712,41552.44610958671,4.084
1700003840000,41542.19161899831,41583.733810617305,41500.649427379314,41542.19161899831,1.004
1700003900000,41560.213638477995,41601.77385211647,41518.65342483952,41560.213638477995,3.874
1700003960000,41608.58132076912,41650.18990208988,41566.97273944835,41608.58132076912,1.485
1700004020000,41644.647225348,41686.29187257335,41603.00257812266,41644.647225348,17.612
1700004080000,41618.69124777262,41660.30993902039,41577.07255652485,41618.69124777262,5.793
1700004140000,41596.193367541266,41637.7895609088,41554.59717417372,41596.193367541266,7.6
1700004200000,41575.95862336335,41617.534581986714,41534.38266473999,41575.95862336335,17.13
1700004260000,41600.7901307598,41642.39092089055,41559.18934062904,41600.7901307598,19.869
1700004320000,41531.43237423071,41572.96380660494,41489.90094185648,41531.43237423071,2.632
1700004380000,41547.40554994946,41588.9529554994,41505.858144399506,41547.40554994946,2.942
1700004440000,41521.319791389484,41562.84111118087,41479.79847159809,41521.319791389484,16.748
1700004500000,41562.91165517162,41604.474566826786,41521.34874351645,41562.91165517162,4.067
1700004560000,41715.204937055285,41756.920141992334,41673.48973211823,41715.204937055285,11.037
1700004620000,41738.226666732604,41779.96489339933,41696.48844006587,41738.226666732604,3.785
1700004680000,41724.90708990658,41766.63199699648,41683.18218281667,41724.90708990658,11.034
1700004740000,41721.78795822362,41763.50974618184,41680.066170265396,41721.78795822362,19.592
1700004800000,41785.71796269822,41827.50368066091,41743.93224473552,41785.71796269822,5.961
1700004860000,41713.28956891214,41755.00285848105,41671.57627934323,41713.28956891214,7.967
1700004920000,41767.6774375336,41809.44511497113,41725.90976009607,41767.6774375336,11.119
1700004980000,41861.914824121115,41903.776738945235,41820.052909296995,41861.914824121115,15.802
1700005040000,41841.33065130128,41883.171981952575,41799.48932064998,41841.33065130128,16.419
1700005100000,41881.27647257322,41923.157749045786,41839.395196100646,41881.27647257322,19.714
1700005160000,41950.49911415806,41992.44961327221,41908.5486150439,41950.49911415806,16.548
1700005220000,41860.24425668708,41902.104500943766,41818.3840124304,41860.24425668708,15.058
1700005280000,41872.118784331346,41913.99090311567,41830.24666554701,41872.118784331346,7.756
1700005340000,41947.98710525124,41989.935092356485,41906.039118145985,41947.98710525124,1.551
1700005400000,41998.98056195079,42040.97954251274,41956.98158138884,41998.98056195079,5.924
1700005460000,42008.72585839023,42050.73458424862,41966.71713253184,42008.72585839023,14.158
1700005520000,42075.632822334825,42117.70845515715,42033.55718951249,42075.632822334825,18.803
1700005580000,42057.93047118494,42099.98840165612,42015.87254071375,42057.93047118494,19.773
1700005640000,42116.471472515565,42158.587943988074,42074.35500104305,42116.471472515565,5.189
1700005700000,42100.5272951259,42142.627822421025,42058.42676783078,42100.5272951259,5.31
1700005760000,42115.40245005409,42157.51785250414,42073.28704760403,42115.40245005409,12.857
1700005820000,42156.58907834584,42198.74566742418,42114.43248926749,42156.58907834584,18.106
1700005880000,42196.31638506028,42238.51270144533,42154.12006867522,42196.31638506028,13.407
1700005940000,42136.19505479749,42178.33124985229,42094.0588597427,42136.19505479749,16.193
1700006000000,42217.0745641429,42259.29163870704,42174.85748957876,42217.0745641429,18.286
1700006060000,42265.18980735121,42307.45499715856,42222.92461754386,42265.18980735121,15.864
1700006120000,42266.091866449206,42308.35795831565,42223.82577458276,42266.091866449206,4.392
1700006180000,42194.633736340154,42236.82837007649,42152.439102603814,42194.633736340154,15.994
1700006240000,42139.12268277535,42181.26180545812,42096.98356009257,42139.12268277535,19.461
1700006300000,42238.57848371026,42280.817062193964,42196.33990522655,42238.57848371026,8.521
1700006360000,42114.467244233696,42156.58171147793,42072.352776989464,42114.467244233696,14.771
1700006420000,42204.149900459706,42246.35405036016,42161.94575055924,42204.149900459706,4.23
1700006480000,42230.26878369385,42272.49905247754,42188.03851491016,42230.26878369385,18.192
1700006540000,42257.0573443362,42299.31440168053,42214.800286991864,42257.0573443362,16.324
1700006600000,42329.89459484496,42372.2244894398,42287.564700250114,42329.89459484496,19.626
1700006660000,42425.14812065962,42467.573268780274,42382.72297253896,42425.14812065962,13.488
1700006720000,42378.61147281533,42420.99008428815,42336.23286134252,42378.61147281533,3.489
1700006780000,42444.16653236865,42486.61069890101,42401.72236583628,42444.16653236865,1.271
1700006840000,42535.64423508375,42578.179879318835,42493.10859084867,42535.64423508375,11.005
1700006900000,42519.63640962462,42562.15604603424,42477.11677321499,42519.63640962462,18.739
1700006960000,42402.18931745063,42444.591506768076,42359.78712813318,42402.18931745063,16.697
1700007020000,42455.05442467553,42497.509479100205,42412.59937025086,42455.05442467553,5.01
1700007080000,42455.226549328225,42497.68177587755,42412.7713227789,42455.226549328225,5.57
1700007140000,42509.02828124936,42551.537309530606,42466.51925296811,42509.02828124936,12.142
1700007200000,42505.89361131672,42548.399504928035,42463.3877177054,42505.89361131672,3.49
1700007260000,42572.9911563678,42615.564147524165,42530.418165211435,42572.9911563678,18.29
1700007320000,42530.85110712506,42573.38195823218,42488.320256017934,42530.85110712506,12.084
1700007380000,42587.74052498305,42630.328265508026,42545.15278445806,42587.74052498305,18.182
1700007440000,42463.10340662165,42505.56651002827,42420.640303215034,42463.10340662165,10.531
1700007500000,42531.93221176978,42574.464143981546,42489.40027955801,42531.93221176978,11.105
1700007560000,42520.403643030375,42562.9240466734,42477.883239387345,42520.403643030375,9.362
1700007620000,42519.30649856615,42561.825805064705,42476.78719206758,42519.30649856615,4.479
1700007680000,42634.2709957611,42676.905266756854,42591.63672476534,42634.2709957611,4.275
1700007740000,42637.81564342202,42680.45345906544,42595.1778277786,42637.81564342202,9.996
1700007800000,42625.861350285275,42668.487211635555,42583.23548893499,42625.861350285275,7.194
1700007860000,42546.01574377656,42588.56175952033,42503.46972803278,42546.01574377656,10.849
1700007920000,42441.64320120834,42484.08484440954,42399.20155800713,42441.64320120834,3.016
1700007980000,42404.260720438375,42446.66498115881,42361.856459717936,42404.260720438375,11.646
1700008040000,42405.413941477535,42447.81935541901,42363.008527536054,42405.413941477535,15.673
1700008100000,42457.293367664046,42499.75066103171,42414.836074296385,42457.293367664046,10.647
1700008160000,42358.343943800064,42400.70228774386,42315.98559985626,42358.343943800064,18.337
1700008220000,42318.38756828746,42360.70595585574,42276.06918071917,42318.38756828746,9.422
1700008280000,42261.739167661275,42304.00090682893,42219.477428493614,42261.739167661275,10.731
1700008340000,42213.486792459655,42255.70027925211,42171.27330566719,42213.486792459655,14.162
1700008400000,42139.40428823283,42181.54369252106,42097.2648839446,42139.40428823283,10.083
1700008460000,42163.02125067082,42205.184271921484,42120.85822942015,42163.02125067082,18.889
1700008520000,42123.03287699525,42165.155909872235,42080.90984411825,42123.03287699525,18.901
1700008580000,42000.89846094373,42042.89935940467,41958.89756248279,42000.89846094373,5.932
1700008640000,41860.97053941252,41902.831509951924,41819.10956887311,41860.97053941252,16.96
1700008700000,41806.579190829114,41848.38577001994,41764.772611638284,41806.579190829114,3.606
1700008760000,41856.03577975932,41897.89181553907,41814.179743979555,41856.03577975932,2.378
1700008820000,41903.504320933906,41945.407825254835,41861.60081661297,41903.504320933906,5.572
1700008880000,41987.85784409271,42029.8457019368,41945.86998624862,41987.85784409271,15.895
1700008940000,42029.929092813836,42071.959021906645,41987.89916372102,42029.929092813836,18.044
1700009000000,42086.955431446724,42129.042386878165,42044.868476015276,42086.955431446724,13.545
1700009060000,42170.11245742498,42212.282569882394,42127.94234496755,42170.11245742498,3.717
1700009120000,42293.328317399275,42335.62164571667,42251.034989081876,42293.328317399275,5.172
1700009180000,42182.26412833355,42224.446392461876,42140.08186420521,42182.26412833355,19.098
1700009240000,42124.030430404804,42166.154460835205,42081.906399974396,42124.030430404804,19.808
1700009300000,42168.049088194195,42210.21713728239,42125.881039106,42168.049088194195,16.816
1700009360000,42203.98070596798,42246.18468667394,42161.77672526201,42203.98070596798,10.796
1700009420000,42261.5421431768,42303.80368531997,42219.28060103362,42261.5421431768,7.443
1700009480000,42280.51485945497,42322.79537431442,42238.23434459551,42280.51485945497,14.721
1700009540000,42333.26056155338,42375.59382211493,42290.92730099183,42333.26056155338,1.37
1700009600000,42269.126999475855,42311.39612647532,42226.85787247638,42269.126999475855,1.344
1700009660000,42246.740635257986,42288.98737589324,42204.49389462273,42246.740635257986,7.298
1700009720000,42193.04523611315,42235.23828134926,42150.852190877034,42193.04523611315,2.222
1700009780000,42140.12836154569,42182.268489907234,42097.98823318414,42140.12836154569,19.717
1700009840000,42180.75285313138,42222.93360598451,42138.57210027825,42180.75285313138,2.991
1700009900000,42017.01792127811,42059.03493919938,41975.00090335683,42017.01792127811,6.046
1700009960000,42123.466754960245,42165.5902217152,42081.34328820529,42123.466754960245,6.138
1700010020000,42150.79031690311,42192.94110722001,42108.63952658621,42150.79031690311,3.462
1700010080000,42028.14783337192,42070.17598120529,41986.11968553855,42028.14783337192,16.561
1700010140000,42093.55475354406,42135.6483082976,42051.461198790515,42093.55475354406,5.914
1700010200000,42177.507253902426,42219.68476115632,42135.329746648524,42177.507253902426,11.841
1700010260000,42292.219903053556,42334.51212295661,42249.927683150505,42292.219903053556,14.308
1700010320000,42310.9269225154,42353.23784943791,42268.61599559288,42310.9269225154,14.076
1700010380000,42322.786908990725,42365.109695899715,42280.464122081736,42322.786908990725,9.081
1700010440000,42457.60555820695,42500.06316376515,42415.147952648746,42457.60555820695,13.054
1700010500000,42523.86242643709,42566.38628886352,42481.33856401065,42523.86242643709,16.231
1700010560000,42632.673671223354,42675.306344894576,42590.04099755213,42632.673671223354,2.266
1700010620000,42696.09112206564,42738.7872131877,42653.395030943575,42696.09112206564,17.393
1700010680000,42640.38841208663,42683.02880049871,42597.74802367454,42640.38841208663,11.508
1700010740000,42657.195129813554,42699.852324943364,42614.53793468374,42657.195129813554,18.607
1700010800000,42653.546187563144,42696.199733750705,42610.89264137558,42653.546187563144,11.011
1700010860000,42687.09850091796,42729.78559941887,42644.41140241704,42687.09850091796,5.53
1700010920000,42716.551819856504,42759.26837167636,42673.835268036644,42716.551819856504,1.957
1700010980000,42740.76623012251,42783.506996352626,42698.02546389239,42740.76623012251,4.834
1700011040000,42720.062392381406,42762.782454773784,42677.34232998903,42720.062392381406,15.43
1700011100000,42770.681393126455,42813.45207451958,42727.910711733326,42770.681393126455,6.509
1700011160000,42730.55990046765,42773.29046036811,42687.82934056718,42730.55990046765,7.593
1700011220000,42730.55886624909,42773.289425115334,42687.82830738284,42730.55886624909,1.345
1700011280000,42730.534140513526,42773.264674654034,42687.80360637301,42730.534140513526,14.929
1700011340000,42741.79942453934,42784.541223963875,42699.0576251148,42741.79942453934,11.47
1700011400000,42768.79210659057,42811.56089869716,42726.02331448398,42768.79210659057,18.758
1700011460000,42836.35401472025,42879.19036873497,42793.51766070553,42836.35401472025,3.019
1700011520000,42864.99022455118,42907.85521477572,42822.125234326624,42864.99022455118,10.405
1700011580000,42802.833775443134,42845.63660921857,42760.03094166769,42802.833775443134,16.858
1700011640000,42743.013447073216,42785.756460520286,42700.270433626145,42743.013447073216,14.067
1700011700000,42790.35672091943,42833.147077640344,42747.56636419851,42790.35672091943,19.666
1700011760000,42723.52764056172,42766.251168202274,42680.804112921156,42723.52764056172,14.428
1700011820000,42824.539721998124,42867.36426172012,42781.71518227612,42824.539721998124,13.084
1700011880000,42775.36904200488,42818.14441104688,42732.593672962874,42775.36904200488,2.033
1700011940000,42808.64247716214,42851.4511196393,42765.83383468498,42808.64247716214,3.467
1700012000000,42903.76264030564,42946.66640294594,42860.858877665334,42903.76264030564,5.856
1700012060000,42949.05252906967,42992.001581598735,42906.1034765406,42949.05252906967,4.102
1700012120000,43055.45518052503,43098.51063570555,43012.399725344505,43055.45518052503,17.54
1700012180000,43117.97900181451,43161.09698081631,43074.86102281269,43117.97900181451,13.74
1700012240000,43108.158295093184,43151.26645338827,43065.05013679809,43108.158295093184,6.568
1700012300000,43155.11748078204,43198.27259826282,43111.96236330126,43155.11748078204,9.73
1700012360000,43193.47204671176,43236.66551875846,43150.27857466505,43193.47204671176,6.002
1700012420000,43252.0557577106,43295.30781346831,43208.80370195289,43252.0557577106,19.274
1700012480000,43332.22935587708,43375.56158523296,43288.89712652121,43332.22935587708,5.644
1700012540000,43317.93631927427,43361.254255593536,43274.61838295499,43317.93631927427,19.348
1700012600000,43295.33053683211,43338.62586736894,43252.03520629527,43295.33053683211,1.02
1700012660000,43351.782637677934,43395.134420315604,43308.43085504026,43351.782637677934,8.251
1700012720000,43275.555334942524,43318.83089027746,43232.27977960758,43275.555334942524,4.819
1700012780000,43287.38521277018,43330.67259798295,43244.097827557416,43287.38521277018,10.59
1700012840000,43337.86202253772,43381.19988456026,43294.52416051518,43337.86202253772,2.705
1700012900000,43339.07501832134,43382.414093339656,43295.735943303014,43339.07501832134,8.591
1700012960000,43352.08604826536,43395.43813431362,43308.73396221709,43352.08604826536,6.781
1700013020000,43355.27963528071,43398.63491491599,43311.92435564543,43355.27963528071,5.423
1700013080000,43286.311940626605,43329.59825256723,43243.02562868598,43286.311940626605,15.26
1700013140000,43245.07042624518,43288.31549667142,43201.82535581894,43245.07042624518,13.493
1700013200000,43216.36228799907,43259.57865028707,43173.14592571108,43216.36228799907,8.401
1700013260000,43085.694507250395,43128.78020175764,43042.60881274314,43085.694507250395,7.197
1700013320000,43121.84322963309,43164.96507286272,43078.72138640346,43121.84322963309,14.759
1700013380000,43117.84810161269,43160.9659497143,43074.73025351108,43117.84810161269,13.221
1700013440000,43235.58425562018,43278.819839875796,43192.34867136456,43235.58425562018,17.947
1700013500000,43268.55236211265,43311.82091447476,43225.28380975054,43268.55236211265,12.919
1700013560000,43256.02309589239,43299.27911898828,43212.7670727965,43256.02309589239,3.647
1700013620000,43137.4476518563,43180.58509950816,43094.31020420445,43137.4476518563,10.951
1700013680000,43014.145946906196,43057.1600928531,42971.13180095929,43014.145946906196,16.289
1700013740000,43010.24522540018,43053.25547062557,42967.23498017478,43010.24522540018,16.702
1700013800000,42891.92708171819,42934.8190087999,42849.03515463647,42891.92708171819,13.975
1700013860000,42822.843412608374,42865.66625602098,42780.02056919577,42822.843412608374,14.173
1700013920000,42824.30710577188,42867.13141287764,42781.482798666104,42824.30710577188,3.529
1700013980000,42839.76346623999,42882.60322970622,42796.92370277375,42839.76346623999,7.853
1700014040000,42935.73419433184,42978.669928526164,42892.79846013751,42935.73419433184,11.612
1700014100000,43010.119382704666,43053.129502087366,42967.10926332196,43010.119382704666,12.928
1700014160000,42941.11146867078,42984.05258013945,42898.17035720211,42941.11146867078,10.297
1700014220000,42871.14367467934,42914.014818354015,42828.27253100466,42871.14367467934,1.063
1700014280000,42902.04705161909,42944.9490986707,42859.14500456747,42902.04705161909,10.556
1700014340000,42799.28405441304,42842.08333846745,42756.48477035863,42799.28405441304,11.169
1700014400000,42785.83125509477,42828.617086349856,42743.04542383967,42785.83125509477,14.999
1700014460000,42765.19821576787,42807.963413983634,42722.4330175521,42765.19821576787,5.792
1700014520000,42809.5177150141,42852.32723272911,42766.708197299085,42809.5177150141,14.857
1700014580000,42831.5917026954,42874.42329439809,42788.760110992705,42831.5917026954,4.899
1700014640000,42819.71747199595,42862.53718946794,42776.897754523954,42819.71747199595,10.385
1700014700000,42644.21771963243,42686.861937352056,42601.5735019128,42644.21771963243,8.269
1700014760000,42547.30848642173,42589.85579490815,42504.76117793531,42547.30848642173,15.572
1700014820000,42559.337841071385,42601.89717891245,42516.778503230315,42559.337841071385,12.723
1700014880000,42542.62907466608,42585.17170374074,42500.08644559141,42542.62907466608,3.801
1700014940000,42521.88268530092,42564.40456798622,42479.36080261562,42521.88268530092,5.825
1700015000000,42518.84035639404,42561.359196750425,42476.32151603764,42518.84035639404,11.787
1700015060000,42463.812526531074,42506.2763390576,42421.34871400454,42463.812526531074,1.237
1700015120000,42509.85434034417,42552.36419468451,42467.34448600383,42509.85434034417,13.768
1700015180000,42527.874253599926,42570.40212785352,42485.34637934632,42527.874253599926,14.152
1700015240000,42503.31796117023,42545.82127913139,42460.81464320906,42503.31796117023,10.814
1700015300000,42455.35340359624,42497.80875699983,42412.89805019264,42455.35340359624,9.829
1700015360000,42423.31440527244,42465.73771967771,42380.89109086717,42423.31440527244,17.98
1700015420000,42429.25231799484,42471.68157031283,42386.82306567684,42429.25231799484,4.786
1700015480000,42576.40219695024,42618.97859914719,42533.82579475329,42576.40219695024,1.333
1700015540000,42555.0853878897,42597.64047327759,42512.530302501815,42555.0853878897,9.72
1700015600000,42625.54206931745,42668.167611386765,42582.91652724813,42625.54206931745,9.54
1700015660000,42472.832488644715,42515.30532113335,42430.35965615607,42472.832488644715,6.104
1700015720000,42510.41592712436,42552.926343051484,42467.90551119724,42510.41592712436,5.003
1700015780000,42658.60131700584,42701.259918322845,42615.942715688834,42658.60131700584,12.048
1700015840000,42706.8323449717,42749.53917731666,42664.12551262673,42706.8323449717,19.102
1700015900000,42766.70439020848,42809.47109459868,42723.937685818266,42766.70439020848,3.519
1700015960000,42798.54270338038,42841.34124608376,42755.744160677,42798.54270338038,17.85
1700016020000,42728.50225858193,42771.23076084051,42685.77375632335,42728.50225858193,14.363
1700016080000,42743.64562869633,42786.38927432502,42700.90198306763,42743.64562869633,10.237
1700016140000,42878.787756355916,42921.66654411227,42835.90896859956,42878.787756355916,1.472
1700016200000,42952.754093295036,42995.70684738833,42909.80133920174,42952.754093295036,9.564
1700016260000,42953.60220040308,42996.55580260348,42910.64859820268,42953.60220040308,6.737
1700016320000,42990.26340871055,43033.25367211925,42947.273145301835,42990.26340871055,7.005
1700016380000,43035.203996458826,43078.23920045528,42992.16879246237,43035.203996458826,16.964
1700016440000,43141.94738267725,43185.08933005993,43098.80543529458,43141.94738267725,16.943
1700016500000,43142.2719286081,43185.4142005367,43099.12965667949,43142.2719286081,3.281
1700016560000,43232.927591633605,43276.16051922523,43189.69466404197,43232.927591633605,18.13
1700016620000,43186.351457362674,43229.53780882003,43143.16510590531,43186.351457362674,6.507
1700016680000,43140.533138661696,43183.67367180035,43097.39260552303,43140.533138661696,19.977
1700016740000,43186.17738101442,43229.36355839543,43142.991203633406,43186.17738101442,12.194
1700016800000,43141.43106657139,43184.57249763796,43098.28963550482,43141.43106657139,6.228
1700016860000,43193.08138463987,43236.2744660245,43149.888303255226,43193.08138463987,1.917
1700016920000,43290.88361392708,43334.174497541004,43247.592730313154,43290.88361392708,6.427
1700016980000,43363.50122617243,43406.8647273986,43320.13772494626,43363.50122617243,18.776
1700017040000,43362.85106020858,43406.21391126879,43319.488209148374,43362.85106020858,10.708
1700017100000,43413.10691787639,43456.520024794256,43369.69381095851,43413.10691787639,4.607
1700017160000,43298.28124219742,43341.579523439614,43254.982960955225,43298.28124219742,17.801
1700017220000,43413.45717644318,43456.87063361962,43370.04371926674,43413.45717644318,16.427
1700017280000,43314.57345135569,43357.88802480704,43271.258877904336,43314.57345135569,18.873
1700017340000,43208.38847078834,43251.59685925912,43165.18008231755,43208.38847078834,11.435
1700017400000,43203.60729457213,43246.8109018667,43160.40368727756,43203.60729457213,14.915
1700017460000,43182.48277737333,43225.665260150694,43139.30029459595,43182.48277737333,9.566
1700017520000,43183.190963923356,43226.37415488727,43140.007772959434,43183.190963923356,6.438
1700017580000,43089.19413753986,43132.2833316774,43046.10494340232,43089.19413753986,1.931
1700017640000,43118.57086817092,43161.68943903909,43075.45229730275,43118.57086817092,9.971
1700017700000,43102.73931155669,43145.84205086824,43059.63657224513,43102.73931155669,7.53
1700017760000,43070.56403729152,43113.634601328806,43027.49347325423,43070.56403729152,19.55
1700017820000,43170.888935251336,43214.05982418658,43127.718046316084,43170.888935251336,5.943
1700017880000,43139.5436225763,43182.68316619887,43096.40407895372,43139.5436225763,11.589
1700017940000,43093.242208580996,43136.33545078957,43050.14896637241,43093.242208580996,8.493
1700018000000,43111.46964555242,43154.581115197965,43068.35817590686,43111.46964555242,4.95
1700018060000,43143.98460759101,43187.1285921986,43100.84062298342,43143.98460759101,18.213
1700018120000,43097.5504477512,43140.64799819895,43054.45289730345,43097.5504477512,18.219
1700018180000,43097.57445533067,43140.672029786,43054.47688087534,43097.57445533067,19.933
1700018240000,43063.05385491599,43106.1169087709,43019.990801061074,43063.05385491599,4.656
1700018300000,43073.20540583605,43116.27861124188,43030.13220043021,43073.20540583605,2.724
1700018360000,43056.984958228364,43100.04194318659,43013.92797327013,43056.984958228364,5.543
1700018420000,43079.83949204738,43122.91933153942,43036.75965255533,43079.83949204738,5.909
1700018480000,42956.754414741685,42999.71116915642,42913.79766032694,42956.754414741685,15.243
1700018540000,42898.94861849612,42941.847567114615,42856.049669877626,42898.94861849612,8.843
1700018600000,42830.95529277211,42873.78624806488,42788.124337479334,42830.95529277211,8.16
1700018660000,42870.522229296665,42913.39275152596,42827.651707067365,42870.522229296665,7.426
1700018720000,42917.72245081518,42960.64017326599,42874.80472836436,42917.72245081518,19.386
1700018780000,42936.702048567524,42979.63875061609,42893.76534651896,42936.702048567524,3.392
1700018840000,42845.20356620305,42888.048769769244,42802.35836263684,42845.20356620305,17.394
1700018900000,42842.53504461915,42885.377579663764,42799.69250957453,42842.53504461915,5.103
1700018960000,42835.40994398194,42878.245353925915,42792.57453403796,42835.40994398194,8.595
1700019020000,42882.82912960261,42925.71195873221,42839.946300473006,42882.82912960261,9.471
1700019080000,43001.92472581726,43044.92665054307,42958.922801091445,43001.92472581726,17.585
1700019140000,42965.44600890787,43008.41145491677,42922.48056289896,42965.44600890787,1.414
1700019200000,43064.011726273566,43107.07573799983,43020.94771454729,43064.011726273566,18.018
1700019260000,43083.75637222248,43126.8401285947,43040.67261585026,43083.75637222248,9.992
1700019320000,43082.02962459664,43125.11165422123,43038.94759497204,43082.02962459664,8.439
1700019380000,43080.71853291135,43123.79925144425,43037.63781437844,43080.71853291135,18.61
1700019440000,43138.173259178606,43181.31143243778,43095.03508591943,43138.173259178606,19.473
1700019500000,43024.33344873941,43067.35778218814,42981.30911529067,43024.33344873941,5.721
1700019560000,43052.62622351037,43095.67884973388,43009.573597286864,43052.62622351037,10.925
1700019620000,43075.65433891928,43118.729993258195,43032.57868458036,43075.65433891928,13.959
1700019680000,43171.46963832514,43214.64110796346,43128.298168686815,43171.46963832514,13.3
1700019740000,43133.62417500355,43176.757799178544,43090.490550828545,43133.62417500355,15.531
1700019800000,43054.00851930828,43097.062527827584,43010.95451078897,43054.00851930828,1.751
1700019860000,43075.07843066978,43118.15350910045,43032.00335223911,43075.07843066978,15.864
